neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction,regime,regime_name,order_regime,kmeans_regime,is_bpc,clark_evans_raw,interval_cv_raw,pairwise_compactness_raw,clark_evans_z,interval_cv_z,pairwise_compactness_z
exc_23P,864691135848859998,excitatory,23P,60,9,704.1818181818181,12502.82047856719,0.0258063283653348,201503.8805371875,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,61,4,1066.0,31582.04401998225,0.0529812572034635,41054.5708300903,14,1,13,0.0714285714285714,1,nonlinear-prone,1,0,False,0.5493871461469491,1.3247607239356907,0.3035830055942009,-1.904717203611391,1.9733783183675524,-0.59978967564754
exc_23P,864691135848859998,excitatory,23P,62,4,843.830985915493,102964.61620136996,0.1941426252332968,76745.85692078415,20,2,18,0.1,2,compartmentalized,1,2,False,0.8908145697015067,1.0156380968583476,0.3861124838047815,-0.29709283461653424,0.39869292655342703,1.4763917731151102
exc_23P,864691135848859998,excitatory,23P,63,5,850.4,72359.35948534982,0.1359075912957534,93025.27258275633,12,3,9,0.25,2,compartmentalized,1,2,False,0.7392176115596806,1.1893611813924783,0.43673198195150065,-0.8057957928649258,1.3241256592076864,2.040618287334756
exc_23P,864691135848859998,excitatory,23P,64,5,827.1111111111111,64046.26624443063,0.1219754745038647,88868.72596229674,7,4,3,0.5714285714285714,2,compartmentalized,1,2,False,0.3294288558691623,1.5434586143039355,0.3452155787619506,-2.086062234715082,2.94231770805437,0.1710424333131754
exc_23P,864691135848859998,excitatory,23P,65,5,770.4878048780488,59814.252229882986,0.1180272859315616,105820.89140399656,9,4,5,0.4444444444444444,2,compartmentalized,1,2,False,0.9907424085097747,0.7425060245743277,0.29851526183839067,0.425865242818616,-0.4464385736398703,-0.611376832128785
exc_23P,864691135848859998,excitatory,23P,66,5,830.9230769230769,53618.9175179654,0.1018821870248647,102723.22404803777,4,0,4,0.0,1,nonlinear-prone,1,0,False,,0.12878424129578217,0.43171701909536303,,-1.9367009662487744,0.8423225072866665
exc_23P,864691135848859998,excitatory,23P,67,5,656.0,7866.384892810725,0.0168222429084778,79846.95773546041,1,1,0,1.0,0,summation-like,1,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,68,4,1026.8,5914.069228445391,0.010108904676367,57288.71557891459,3,0,3,0.0,0,summation-like,1,0,False,,0.5984856129064279,0.32576249391795953,,0.3537950311095497,-0.04744042826511168
exc_23P,864691135848859998,excitatory,23P,69,4,820.4705882352941,73506.43889292986,0.1405576546977932,91084.90041115682,22,8,14,0.3636363636363636,2,compartmentalized,1,2,False,0.8987740130106804,1.0902338922421946,0.3401679058641086,-0.3272618353366237,0.8598460796282996,0.19602399620804092
exc_23P,864691135848859998,excitatory,23P,70,3,1174.3333333333333,7510.857987821855,0.0120047876888183,35146.44895344274,5,1,4,0.2,0,summation-like,0,0,False,0.6913319726772786,0.7599293535143185,0.41363004400679,-0.4751787031468829,0.12904283271358388,0.7917744042975856
exc_23P,864691135848859998,excitatory,23P,71,3,886.56,70777.32878237955,0.1301969254899746,66779.6843507216,14,3,11,0.2142857142857142,2,compartmentalized,0,2,False,0.9703417559338907,1.0100015239508162,0.25018139198781403,0.18261443146313436,0.5280791212803216,-1.8814796060426304
exc_23P,864691135848859998,excitatory,23P,72,5,850.4444444444445,92684.8411075522,0.1740789918507826,106588.17074691338,18,3,15,0.1666666666666666,2,compartmentalized,1,2,False,0.8563815189278579,0.9262042135564484,0.3847812268320263,-0.4641569303269948,0.00566440003033769,1.315742519276231
exc_23P,864691135848859998,excitatory,23P,73,5,827.1481481481482,78162.00554815536,0.1488554263038237,99326.75296721495,13,3,10,0.2307692307692307,2,compartmentalized,1,2,False,0.8399078355893265,1.3206615531782022,0.43784944069346915,-0.40368261332751393,2.0073592733722214,2.234051808375247
exc_23P,864691135848859998,excitatory,23P,74,4,887.0958904109589,107371.98252694272,0.1974541726277262,92587.86921082504,14,2,12,0.1428571428571428,2,compartmentalized,1,2,False,0.8643904456107404,0.8011552209342925,0.36334075884677314,-0.31915165374977617,-0.5422260257654875,0.5961971807804561
exc_23P,864691135848859998,excitatory,23P,75,4,891.65625,93123.48302632256,0.1708130744226104,85463.61946051495,21,2,19,0.0952380952380952,2,compartmentalized,1,2,False,0.807094517867386,1.0737749253846576,0.35887225272266854,-0.8333697009370645,0.7576961184768568,0.760526242811664
exc_23P,864691135848859998,excitatory,23P,76,3,978.8571428571428,8981.242952695406,0.0157230724253197,28276.51655665946,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,77,3,1123.3333333333333,1477.653739787415,0.0024147878473862,24524.72195020546,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,78,4,835.8507462686567,97891.8471691893,0.1854568092635998,79748.86263936978,29,5,24,0.1724137931034483,2,compartmentalized,1,2,False,0.7569078918949914,1.0900463168257233,0.30823124587458395,-1.4308342798237355,0.9497064341275346,-0.8649835760876152
exc_23P,864691135848859998,excitatory,23P,79,4,992.2222222222222,23881.49553384097,0.0415257679566348,42743.68682169561,8,2,6,0.25,1,nonlinear-prone,1,0,False,0.7765741328391578,0.6854513298736401,0.34367148738658654,-0.4255463014540422,-0.6232385139364791,0.08241773129661319
exc_23P,864691135848859998,excitatory,23P,80,4,956.9333333333332,20820.14523980457,0.0368640919553546,43177.210652909445,7,1,6,0.1428571428571428,1,nonlinear-prone,1,0,False,1.3306039335036255,0.571304113851998,0.37321452941977823,1.8222602222853201,-0.9570821201649168,0.5218491955722419
exc_23P,864691135848859998,excitatory,23P,81,4,823.8823529411765,47931.56598852656,0.0914638851717644,56732.92102727044,7,2,5,0.2857142857142857,1,nonlinear-prone,1,0,False,0.4328220913985376,1.0621126871620523,0.2751597904595826,-1.6360761120949232,0.9684460680579422,-0.7574322332878392
exc_23P,864691135848859998,excitatory,23P,82,8,901.2903225806452,44797.78840020013,0.081730630162765,184377.47268078945,2,0,2,0.0,1,nonlinear-prone,2,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,83,8,912.8333333333334,33273.891817214586,0.0603209930146543,178615.52438929665,1,0,1,0.0,1,nonlinear-prone,2,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,84,5,810.6785714285714,81530.95886442182,0.1568407211762688,94352.76270502264,12,5,7,0.4166666666666667,2,compartmentalized,1,2,False,0.9308170889706335,0.7345599260923629,0.29939342714979794,0.08776331248705986,-0.6817624376980082,-0.6615985539573767
exc_23P,864691135848859998,excitatory,23P,85,5,808.2608695652174,31180.620071411508,0.0600716551215065,69177.59330851748,5,1,4,0.2,1,nonlinear-prone,1,0,False,0.6660709080554822,0.5319003938045699,0.28549149396795676,-0.5047441189944525,-0.761415373927219,-0.4979247083900045
exc_23P,864691135848859998,excitatory,23P,86,9,676.7777777777778,52081.56498031184,0.1096532752072514,232817.1493710454,2,1,1,0.5,1,nonlinear-prone,2,2,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,87,9,588.5142857142857,48922.97243857982,0.1104574361361574,231237.8531001794,4,2,2,0.5,1,nonlinear-prone,2,2,False,,0.5836157083808009,0.3344365819745799,,-0.24911368327252756,-0.020553471438658835
exc_23P,864691135848859998,excitatory,23P,88,3,839.9240506329114,116416.8149243763,0.2200170472574879,82756.05795347125,22,6,16,0.2727272727272727,2,compartmentalized,0,2,False,0.9307275006973782,0.7771414496647201,0.3336714384919512,-0.1519928529537188,-0.8887887195441829,0.04180623296414139
exc_23P,864691135848859998,excitatory,23P,89,3,857.52,71367.45795566161,0.1334869242238837,60231.379469113905,23,1,22,0.0434782608695652,2,compartmentalized,0,2,False,1.1027263433811563,1.1605978234518446,0.4179131466450243,0.8893288714046915,1.2698916586708846,2.420649448858437
exc_23P,864691135848859998,excitatory,23P,90,2,1540.4,5243.187821784118,0.0073171050088057,15814.440457411123,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,91,2,411.0,14841.036629256956,0.0400962681182951,20613.364861147544,0,0,0,,1,nonlinear-prone,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,92,2,349.0,11612.336331988396,0.0340461117135681,18999.01471251326,0,0,0,,1,nonlinear-prone,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,93,3,1040.2857142857142,19342.614277929817,0.0328472852109459,28107.34150726809,9,0,9,0.0,1,nonlinear-prone,0,0,False,0.8849411483846862,0.6871041530387236,0.3219649187985253,-0.06662276217646435,-0.64454567303138,-0.19297281052480467
exc_23P,864691135848859998,excitatory,23P,94,3,1306.8,12158.047490859462,0.0184212840770597,24515.058113732914,6,0,6,0.0,0,summation-like,0,0,False,1.064446046021288,1.0713133974769862,0.2648213508380009,0.8148423287812833,1.2019113404639863,-0.8720641794997819
exc_23P,864691135848859998,excitatory,23P,95,3,1333.888888888889,24848.92520569469,0.0372656249452258,30860.496971150525,2,0,2,0.0,1,nonlinear-prone,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,96,3,915.5882352941176,98666.7148371269,0.1785998928119802,67769.39178686663,12,1,11,0.0833333333333333,2,compartmentalized,0,2,False,0.8517797203350354,1.0968632852066111,0.29746725064350604,-0.1980777098645688,0.8249731038082909,-0.751358195440372
exc_23P,864691135848859998,excitatory,23P,97,3,1167.2727272727273,13631.033245498302,0.0218526059778474,25251.550991052332,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,98,3,1266.8,12776.950218268234,0.0196622766649843,24824.5094774373,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,99,3,1274.8,12776.934027788018,0.0196004594794822,24824.50138219719,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,100,3,1201.5555555555557,11266.636536872447,0.0178025815396122,24069.352636739408,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,101,3,1222.0,10936.786790666598,0.0171362097819284,23904.42776363648,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,102,3,1243.428571428571,8246.451623224124,0.0128090618228441,22559.260179915243,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,103,2,991.818181818182,14995.47696014856,0.0260798373498043,22275.75025432862,7,1,6,0.1428571428571428,0,summation-like,0,0,False,0.6606730778877897,0.522027403258212,0.15990375424457298,-0.804054980424508,-1.125966412103659,-2.3531251955520607
exc_23P,864691135848859998,excitatory,23P,104,2,1071.5,9007.883306057412,0.0150725693611183,19281.95342728305,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_23P,864691135848859998,excitatory,23P,105,4,881.012987012987,113583.78772773327,0.2095973654061132,94570.54251009964,20,5,15,0.25,2,compartmentalized,1,2,False,1.2006597970104949,0.9721931568399886,0.3918626921297035,1.456753658525295,0.23655989700538044,1.5634911596346626
exc_23P,864691135848859998,excitatory,23P,106,4,884.3030303030303,95652.480778646,0.176179879584047,85604.889035556,19,7,12,0.3684210526315789,2,compartmentalized,1,2,False,0.8594503031364593,1.2367538793089983,0.33086523407274604,-0.426939649287858,1.63267578289878,-0.021751960259658795
exc_23P,864691135848859998,excitatory,23P,107,3,1029.9130434782608,33083.38649907875,0.056463826536592,46315.181983942275,11,4,7,0.3636363636363636,1,nonlinear-prone,0,0,False,0.6868668771841271,1.12342287129412,0.19484714891961294,-0.9901342102558466,1.0983561297647322,-2.5803104756850184
exc_23P,864691135848859998,excitatory,23P,108,3,1043.3793103448277,39521.9583171804,0.0670159182758254,49534.4678929931,19,1,18,0.0526315789473684,1,nonlinear-prone,0,0,False,0.8312758983319503,0.7509633756342036,0.23004805639827422,-0.673204649504377,-0.9442931526795608,-2.717219979733105
exc_23P,864691135848859998,excitatory,23P,109,4,863.28,110333.7451445993,0.2056805133717771,85760.9544314623,29,4,25,0.1379310344827586,2,compartmentalized,1,2,False,1.0221473564891985,0.7800131347496784,0.386880534717456,0.4186802845349753,-1.0971453426340627,1.82319811832988
exc_23P,864691135848859998,excitatory,23P,110,4,1106.0,45319.68342989241,0.0746397079463198,53253.92357410885,19,1,18,0.0526315789473684,1,nonlinear-prone,1,0,False,0.8530797855326483,1.0739499796349092,0.31714059697160685,-0.5462053641445168,0.7934288080717166,-0.3457631014472114
exc_23P,864691135848859998,excitatory,23P,111,4,860.5970149253732,98769.22311882852,0.1844090996514285,112241.48679289591,10,0,10,0.0,2,compartmentalized,1,2,False,0.4259690201980141,1.7674338384594843,0.42113863621852704,-2.1227516937603537,4.0744791967718665,1.571419655464159
exc_23P,864691135848859998,excitatory,23P,112,4,834.5833333333334,68785.99069326882,0.1304144668225927,97249.87058011604,16,2,14,0.125,2,compartmentalized,1,2,False,0.5849939222795809,1.4331781586662602,0.3310633379867123,-1.9379673851756771,2.571934263873713,-0.06696706645188431
exc_23P,864691135848859998,excitatory,23P,113,5,797.6744186046511,61614.14559095785,0.1194890822757769,85491.50738409502,12,6,6,0.5,2,compartmentalized,1,2,False,0.7409523756646453,0.9580268743844449,0.35942176537884796,-0.815542268819375,0.2859969342552848,0.5701915725493604
exc_23P,864691135848859998,excitatory,23P,114,5,727.7777777777778,50816.64248536022,0.1031732709513117,80092.7558312962,11,3,8,0.2727272727272727,1,nonlinear-prone,1,0,False,1.111474017321306,0.9937075143637059,0.3082970549206089,0.9865428315579785,0.5254730853476627,-0.4740575631330745
exc_23P,864691135848859998,excitatory,23P,115,4,793.8636363636364,63884.2646913741,0.1241885548120895,101237.57939727035,16,6,10,0.375,2,compartmentalized,1,2,False,0.9752390729379364,0.741869085003593,0.36593725108026676,0.2596608842556825,-0.8710511579555581,0.7835376675141248
